Column,Time,Country,"Core CPI,not seas.adj,,,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","Stock Markets, US$, Billions","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,",Retail Sales Volume to CPI Correlaton,Stock Market Value to CPI Correlaton
1868,2010M07 [2010M07],Japan,99.09365559,99.48347107,-0.721649485,98.69739479,99.48240166,92.22441291,1042164.033,5.025449732,1.37819E11,1.57924E11,57510.00033,59359.71717,64971,68365,87.55590909,87.55590909,103.0968092,-0.5004474180622486,0.004178872296757296
1869,2010M07 [2010M07],United Kingdom,101.6848816,101.3463861,3.120855925,101.2898846,101.681696,91.18692214,78318.36271,7.8,39514632260,39241922994,55.08301159,52041,22109.80608,21683.77778,0.653595346,0.653595346,101.5330179,1.184740716314916,-0.09900912589719252
1870,2010M07 [2010M07],United States,100.5325191,100.0537961,1.34077848,100.3308662,100.6110196,97.62212503,131984.2893,9.4,2.50227E11,2.50307E11,160024.1457,163910,107246,104051.2,1.0,1.0,99.80245053,-1.4840851379566589,-0.27429009902046364
1871,2010M08 [2010M08],Brazil,102.8327504,102.6664063,4.54782642,102.8452387,102.3705521,98.1442133,261320,8.867911432,43127657613,50766619157,15487.88297,16829,16949.69843,19219,1.759045455,1.759045455,101.782482,0.5124432389769548,0.14890743978987467
1872,2010M08 [2010M08],Canada,101.2544803,100.6044905,1.746724891,100.8920607,101.3900956,100.7704409,57794.93351,8.1,18663610380,18302031970,49.94655741,39992,32627.1,32.26534122,1.040909091,1.040909091,99.37431362,-3.2272253406186127,-0.7158476520028435
1873,2010M08 [2010M08],China,100.6017505,101.9834203,3.205330613,100.6562397,100.9911381,83.68036653,2567059.951,4.120907996,2.51925E11,2.31194E11,115533.5643,119513.1751,131807.498,139210,6.787954545,6.787954545,,,-0.612687545260474
1874,2010M08 [2010M08],France,101.6488223,100.7016798,1.380712833,100.7340426,101.3569826,84.7894911,54861.48577,8.796296296,29794643473,23291266384,37.6622,42625,56362.12988,44789.61724,5.087272727,0.775559206,97.92521025,-1.3084780958362139,0.4230470937698305
1875,2010M08 [2010M08],Germany,101.2531058,100.5393743,0.431034483,100.3868888,101.191766,94.39056434,67691.61325,6.574234846,81279635162,83716456247,87010.90387,83730.55142,102779.044,95991,1.516772727,0.775559206,98.34307245,-0.5742089143344323,-0.055245206476977816
1876,2010M08 [2010M08],India,,103.1931143,9.142034119,,104.1312272,103.7680895,283142,10.0,43905956516,40931245351,27439.08683,27107.7,849.5812004,826.6,46.60159091,46.60159091,,,0.09434683762199234
1877,2010M08 [2010M08],Italy,101.8640351,100.8454682,1.514592159,101.0787487,101.3015184,80.09809925,50783.16598,8.131887161,41423309820,27268885542,69.43514909,59.2416409,37132,27152,1501.639545,0.775559206,96.5109463,-1.379752118871299,0.7850383485525875
1878,2010M08 [2010M08],Japan,99.09365559,99.38016529,-0.824742268,98.59719439,99.58592133,92.73004689,1046857.352,5.096808603,1.38495E11,1.45429E11,59132.17668,60278.19142,66077,61026,85.37090909,85.37090909,103.9384158,-0.5105209531492858,-0.004772568722125239
1879,2010M08 [2010M08],United Kingdom,102.4476321,101.6021751,3.176974232,101.6519575,102.2043084,95.37737912,77797.2813,7.8,39913769960,38019433181,58.30275897,51435,22305.64918,21801.77778,0.638992059,0.638992059,101.4182913,1.114814352620669,0.21136751013950036
1880,2010M08 [2010M08],United States,100.6656489,100.200011,1.15017754,100.3970394,100.7499296,98.84599193,131215.9082,9.5,2.50995E11,2.5736E11,163326.2334,171004.1,107428,106871.3,1.0,1.0,100.1824285,-1.2158355831689482,-0.28752813702164404
1881,2010M09 [2010M09],Brazil,103.2132329,103.218345,4.743412988,103.2907169,102.8310451,102.3215851,275206,8.344827116,43255254233,49686478324,16478.03708,17759,17529.4288,18826,1.718522727,1.718522727,103.1579209,0.5243055377666639,0.2367165083732911
1882,2010M09 [2010M09],Canada,101.6129032,100.7772021,1.832460733,100.9812667,101.5638575,105.3282884,59410.45412,8.1,18574832125,18411954084,47.40253816,39364,32217.6,32.8521792,1.033590909,1.033590909,99.72102318,-4.5388084411831615,-1.2757515865572744
1883,2010M09 [2010M09],China,100.809628,102.4340647,3.433053161,100.732801,101.5974813,84.44090824,2668713.91,4.110290775,2.54361E11,2.39963E11,118538.1503,128436.4338,134034.5514,144896,6.741,6.741,,,-0.4362554551573472
1884,2010M09 [2010M09],France,101.5310493,100.893047,1.595118296,100.9042553,101.2821883,88.80197706,56450.34071,8.785185185,30158506196,32607158230,35.0365,51458,57264.20797,59015.19299,5.013045455,0.7641761,98.47597071,-2.0123211387701936,0.2553688828904467
1885,2010M09 [2010M09],Germany,100.8966188,100.6472492,0.647249191,100.3761419,101.0834236,97.24558552,68333.08968,6.840625695,82249348814,97115001230,89053.4023,90946.31464,107557.8725,112649,1.494818182,0.7641761,97.82383764,-0.6265040028511716,-0.1536675048465769
1886,2010M09 [2010M09],India,,104.0180608,9.275769995,,105.1032807,112.0439477,292870,10.0,44446949344,42031873799,29035.77529,29511.8,864.7733843,874.44,46.00081818,46.00081818,,,0.16019515399031078
1887,2010M09 [2010M09],Italy,102.7412281,101.0027911,1.630856509,100.5393743,101.0845987,81.75495684,52268.07013,8.181764296,39731060929,49059278974,67.44510065,76.15103381,37849,39245,1479.770455,0.7641761,96.94883625,-1.8419926531794084,0.7825676077688993
1888,2010M09 [2010M09],Japan,99.09365559,99.48347107,-0.619195046,98.49699399,99.79296066,94.7008676,1086452.143,5.029199589,1.40254E11,1.62282E11,58077.78502,60032.46385,66155,69223,84.37636364,84.37636364,102.6760059,-0.5045035614566792,-0.04180698763356604
1889,2010M09 [2010M09],United Kingdom,102.4704007,101.6566869,3.068858671,101.7085313,102.205447,99.13825653,82597.93259,7.9,39993597500,41727652280,54.90904934,54942,22603.59393,22181.44444,0.642098168,0.642098168,100.2710256,1.1252780332726946,0.5616467423646836
1890,2010M09 [2010M09],United States,100.8274038,100.361859,1.118312247,100.4885942,100.8085395,101.2112318,136300.9655,9.5,2.51572E11,2.54444E11,162693.8744,167120.3,107734,107683.1,1.0,1.0,100.6900852,-1.226314306033952,-0.38416639037239125
1891,2010M10 [2010M10],Brazil,103.6673698,103.9778721,5.231319288,103.7998346,103.6023709,108.7326439,284930,8.304863769,43085125406,50578768578,15506.37976,16552,17216.37217,18373,1.683261905,1.683261905,107.6214264,0.5788185464389676,0.32325262344897276
1892,2010M10 [2010M10],Canada,102.0609319,101.3816926,2.264808362,101.2488849,101.9982624,110.4825094,58806.83301,7.8,18732211759,18833322187,45.3465,39767,33607.1,34.8892608,1.017952381,1.017952381,102.0207361,6.597110874744802,-7.506761463085097
1893,2010M10 [2010M10],China,101.2035011,103.2500741,4.203556983,100.9952969,102.3087687,95.17943626,2781664.198,4.10160154,2.57842E11,2.30311E11,118501.8438,109226.0387,135803.2568,135885,6.667,6.667,,,0.08489647761273439
1894,2010M10 [2010M10],France,101.5203426,101.0631512,1.581534516,100.9361702,101.4104071,96.60348391,55875.82182,8.8,30110392117,31924832929,32.262,51692,59844.99976,66065.66596,4.71947619,0.719405448,103.0037839,-2.8477255444489717,-0.28498849140512356
1895,2010M10 [2010M10],Germany,101.0046451,100.8629989,0.754310345,100.5265986,101.191766,106.9112802,68336.79724,6.911508344,84012464544,96430404041,91575.72897,99365.386,109930.7224,119550,1.407142857,0.719405448,102.4542094,-1.015478186136217,-0.49397873465251546
1896,2010M10 [2010M10],India,,104.4300407,8.885092366,,105.7108141,121.2663684,297956,10.0,45471408338,43682816471,31150.97743,32461.7,885.918693,847.39,44.42290476,44.42290476,,,0.24981384953676364
1897,2010M10 [2010M10],Italy,103.7280702,101.2192782,1.734293902,101.0787487,101.3015184,88.61531337,52953.12191,8.521877094,39915001026,47823528874,75.31024054,75.13996477,41076,42751,1393.058571,0.719405448,102.4142914,-3.9792058941504185,0.3245416722702339
1898,2010M10 [2010M10],Japan,99.59718026,99.69008264,0.10373444,98.79759519,100.1035197,98.76721522,1094096.06,5.041203026,1.36331E11,1.49933E11,58872.68321,60027.04171,70363,70017,81.79428571,81.79428571,105.503048,-0.8281278269001939,-0.15455899740523105
1899,2010M10 [2010M10],United Kingdom,102.5956284,101.9539195,3.165855097,101.8669382,102.4673225,104.2377938,81721.18538,7.9,40153252579,41768401941,66.98533676,53483,22966.89318,23246.38272,0.630636525,0.630636525,102.7525844,1.242793357597852,0.8648935905160632
1900,2010M10 [2010M10],United States,100.9055551,100.7113036,1.166695149,100.5425299,100.9340662,105.474521,138736.4241,9.4,2.50905E11,2.5149E11,161994.4092,170320.1,112730,117262.1,1.0,1.0,101.3723126,-1.3646417346574837,-0.593653948279681
1901,2010M11 [2010M11],Brazil,104.2064403,104.7679429,5.656892355,104.3436837,104.4621771,106.5917492,285461,8.256005663,43425383060,50156104774,16780.81911,17405,18183.3404,17683,1.712704545,1.712704545,108.4092846,0.5312321209574807,0.2440523882466269
1902,2010M11 [2010M11],Canada,102.0609319,101.6407599,1.993067591,101.338091,102.0851434,113.5001097,56426.39766,7.6,18738264821,19309651347,45.8797,39168,34301.2,35.78222866,1.012681818,1.012681818,103.618937,-19.106185488543243,-2.9091524649892393
1903,2010M11 [2010M11],China,101.6083151,104.5642451,5.05421434,101.4109155,103.4398321,96.30809997,2787914.145,4.091126151,2.61382E11,2.29273E11,128839.4268,131035.9434,144908.4073,153308,6.653136364,6.653136364,,,0.08160063220779598
1904,2010M11 [2010M11],France,101.4775161,101.2332554,1.589672463,100.9787234,101.527941,95.41766497,57111.24477,8.8,30495304749,31961715377,35.141,56372,63604.77534,66436.3711,4.811318182,0.733483771,104.392599,-3.1741921174398815,-0.20554329512877856
1905,2010M11 [2010M11],Germany,100.9398293,101.0787487,0.861141012,100.6985492,101.4084507,109.919128,67108.97465,6.551206659,83571685612,1.00049E11,97042.03345,100533.9217,113717.339,119642,1.434590909,0.733483771,102.6724293,-1.122645571365643,-0.6382013123267167
1906,2010M11 [2010M11],India,,104.8427971,7.248001706,,106.3183475,119.078659,292389,10.0,44912397542,41429561381,30135.89473,28842.3,1086.45081,1016.29,45.00125,45.00125,,,0.3087937821948139
1907,2010M11 [2010M11],Italy,103.6184211,101.4240069,1.774077881,101.2944984,101.3015184,85.37563937,51863.43446,8.2882824,40135729142,48111870564,71.21707428,65.29046981,39842,41576,1420.206818,0.733483771,101.9542092,-4.366615954816799,0.6363061684224623
1908,2010M11 [2010M11],Japan,99.29506546,99.69008264,-0.206825233,98.79759519,99.79296066,101.2758788,1075835.1,5.019963053,1.38631E11,1.54292E11,62235.46168,63967.26336,69640,65921,82.57636364,82.57636364,106.9243325,-0.7750296042856768,-0.19026460266827072
1909,2010M11 [2010M11],United Kingdom,102.7094718,102.4058709,3.264299972,102.1384929,102.8498884,105.6583815,80899.73046,7.9,40272993889,43724385641,59.95054875,54502,23388.96919,23831.67901,0.626966738,0.626966738,102.5187901,1.121694731667203,0.8588101893615513
1910,2010M11 [2010M11],United States,100.9046464,100.9664901,1.084544777,100.6871139,100.9765237,106.9435704,133205.8126,9.8,2.50978E11,2.49171E11,167136.2772,168989.2,113521,113117,1.0,1.0,102.2161134,-1.3329878631002927,-0.6193833093118043
1911,2010M12 [2010M12],Brazil,104.8316789,105.3165817,5.912868407,104.9556484,105.1203531,104.9152747,288575,8.401312165,43680576301,45365914992,16731.87433,15575,20538.43221,20879,1.692695652,1.692695652,109.9850009,0.5351824625511308,0.19943366302354976
1912,2010M12 [2010M12],Canada,101.702509,102.0725389,2.426343154,101.5165031,102.0851434,117.8264394,57003.83349,7.6,19091360153,18778361130,46.017,40266,36260.3,36.47448546,1.007913043,1.007913043,102.8508303,3.839489635388651,53.83901895472619
1913,2010M12 [2010M12],China,101.8161926,104.6417803,4.514790508,101.7499727,103.9528918,92.09434901,2867906.023,4.097401733,2.63866E11,2.25897E11,133915.4608,141587.1739,142180.3011,154072,6.648130435,6.648130435,,,-0.00962594520804327
1914,2010M12 [2010M12],France,101.8736617,101.4990432,1.747841842,101.0425532,101.9873918,93.70349517,60020.53463,8.8,30895253032,32754688025,37.323,52694,62721.36819,59500.99428,4.959608696,0.756071399,104.9712719,-4.911528775904434,-0.10756180292131674
1915,2010M12 [2010M12],Germany,102.0092903,101.2944984,0.859291085,100.7952714,101.9501625,110.4825218,68188.7003,6.594003177,85158489769,93398616490,96165.12985,90506.00257,115650.6434,107102,1.478782609,0.756071399,102.2359896,-1.0863102224975547,-0.6580002586510224
1916,2010M12 [2010M12],India,,106.996829,8.327779226,,107.5334143,117.4870094,297334,10.0,45739855601,46044401133,32255.69679,31511.1,1029.552682,1054.38,45.13669565,45.13669565,,,0.23744792057308056
1917,2010M12 [2010M12],Italy,103.8377193,101.7973767,1.943832894,101.4023732,101.7353579,81.559784,51933.10988,8.18268198,40430033297,42468611773,73.75245104,67.48423502,39011,39285,1463.953478,0.756071399,102.5063079,-10.723132982020427,1.343738794860742
1918,2010M12 [2010M12],Japan,99.19436052,99.48347107,-0.310559006,98.79759519,99.58592133,105.1315205,1071311.129,4.93472821,1.39036E11,1.54728E11,63388.70082,64800.82604,69660,73338,83.21565217,83.21565217,103.7537746,-0.6134014918586428,-0.2629776836197554
1919,2010M12 [2010M12],United Kingdom,103.3583789,103.1414526,3.698140522,102.5797692,103.87348,106.1381684,84543.26059,7.9,40432648969,42583395149,58.74083295,53009,23885.36496,24360.93827,0.641158767,0.641158767,100.6484359,0.7129019683277737,0.5926102844149357
1920,2010M12 [2010M12],United States,100.7765146,101.3720297,1.437793022,100.7750427,101.1500459,109.492882,135486.8714,9.3,2.53409E11,2.53205E11,172013.279,166518.1,116039,117446.9,1.0,1.0,102.0361909,-2.051886007482931,-0.9958230372045189
1921,2011M01 [2011M01],Brazil,105.6283998,105.9719438,5.971943813,105.5804202,105.9929873,108.0056339,297696,8.248052523,43723108507,43769185065,16225.70848,14818,19692.21529,15207,1.674857143,1.674857143,112.249723,0.5827470974527312,0.2447857143447851
1922,2011M01 [2011M01],Canada,101.6129032,102.2452504,2.245250432,101.6057092,102.3457863,120.6002584,58567.41384,7.7,19048988713,19071486767,47.593,39282,37768.1,36.60221839,0.993952381,0.993952381,105.0063929,8.951361342456172,-10.237436595036355
1923,2011M01 [2011M01],China,102.02407,105.0100807,5.010080749,101.9359073,104.9906716,90.28326421,2954227.927,4.0936161,2.68684E11,2.69132E11,153907.3758,144852.6102,158948.4318,150693,6.600571429,6.600571429,,,-0.04681688457381193
1924,2011M01 [2011M01],France,101.0706638,101.7541994,1.754199447,101.1170213,101.7416391,97.44469377,60697.78365,8.814814815,31265130015,31915612316,33.714,53763,63475.4496,58066.30695,4.906571429,0.748075817,105.7157201,-5.2378217720237625,-0.43447035673726364
1925,2011M01 [2011M01],Germany,100.7885924,101.7259978,1.725997843,100.8490059,101.7334778,112.503159,68871.94428,6.359166958,84541399263,86650444199,98415.1429,92756.64103,115558.8872,106052,1.462904762,0.748075817,103.4005743,-4.158937156088009,-1.6729523555588863
1926,2011M01 [2011M01],India,,108.7395679,8.73956788,,108.7484812,113.0214738,299224,9.8,46115609393,46122398425,33423.93376,33353.6,1045.842312,1030.06,45.42040476,45.42040476,,,0.1824149418066415
1927,2011M01 [2011M01],Italy,101.2061404,102.039857,2.039857031,101.5102481,102.0607375,86.46100047,53634.3069,7.849256953,39657484890,40738561633,74.84785021,69.90641701,41290,34983,1448.307619,0.748075817,100.9165495,-41.05192725376713,0.9365460266114884
1928,2011M01 [2011M01],Japan,98.69083585,99.38016529,-0.619834711,98.59719439,99.48240166,107.9883905,1071815.069,4.876875518,1.39983E11,1.41071E11,64911.19358,66174.32234,69761,60149,82.61952381,82.61952381,105.8239565,-0.6167099326778669,-0.2892457016994417
1929,2011M01 [2011M01],United Kingdom,103.2217668,103.9246199,3.924619893,103.2020819,103.9668443,109.4889274,88278.06559,7.8,40632217819,40056916203,63.60512496,54878,25177.01733,25015.44444,0.633439523,0.633439523,103.9855778,0.7984130549072306,0.6281650343173106
1930,2011M01 [2011M01],United States,100.9500831,101.7007835,1.700783492,100.9835337,101.6318469,112.7123038,137197.7011,9.1,2.53083E11,2.5293E11,176762.9168,167048.1,117337,110183.4,1.0,1.0,102.2497533,-3.5739563011082094,-1.6294349323739545
1931,2011M02 [2011M02],Brazil,106.6424327,106.6187719,5.992797829,106.3073582,106.8409523,103.4490133,307516,8.249661161,44318559401,44802363253,18094.16798,15547,20781.54094,16729,1.66725,1.66725,113.0515068,0.5992524814823311,0.17204823938801
1932,2011M02 [2011M02],Canada,101.8817204,102.1588946,2.070750647,101.6057092,102.6064292,126.0136728,60184.00386,7.7,18970298896,19676058394,45.568,39791,36108.3,37.16591267,0.9875,0.9875,105.5545123,827.8010380680232,-5.734125522425753
1933,2011M02 [2011M02],China,102.1225383,105.4345797,5.010114112,102.0999672,106.25,93.92372413,3014021.204,4.096728245,2.71118E11,2.69132E11,131851.4537,104539.0685,131615.2371,96682,6.58395,6.58395,,,0.031611661912358695
1934,2011M02 [2011M02],France,101.5417559,101.9136721,1.654294804,101.2765957,102.2224597,102.3277077,62723.65307,8.803703704,31364365303,31758861909,34.1293,56275,66563.74782,64591.95811,4.8018,0.732026113,106.8812738,-4.245108151478741,-0.7445589266902366
1935,2011M02 [2011M02],Germany,101.4151453,101.8338727,1.833872708,100.9134874,102.383532,119.0591867,69016.45058,5.96765602,85422957128,91931622514,102731.2822,98967.781,119811.1716,115444,1.43175,0.732026113,105.5982485,-6.966361273270663,-2.6432163443123553
1936,2011M02 [2011M02],India,,108.2012387,8.364380916,,107.4119077,105.6020728,301592,9.8,46233094319,44051137015,35874.19038,32973.4,1098.825541,1056.09,45.438775,45.438775,,,0.12393867182364864
1937,2011M02 [2011M02],Italy,101.2061404,102.3682941,2.384614915,101.618123,102.3861171,93.41016586,53205.3866,7.911809804,40687549433,45887520384,78.49700981,82.83461335,41914,40456,1417.4005,0.732026113,101.2872256,3.8718130943406006,-3.5218016224082858
1938,2011M02 [2011M02],Japan,98.59013092,99.38016529,-0.517063082,98.49699399,99.48240166,109.9470399,1068404.932,4.671661371,1.40524E11,1.4819E11,65807.3825,59971.95192,69737,67713,82.5725,82.5725,106.2626051,-0.6574945390218981,-0.33719689397292246
1939,2011M02 [2011M02],United Kingdom,103.9503643,104.3185976,4.290422985,103.5980991,104.7353919,112.6471582,91550.20274,7.8,39993597500,39812418240,66.24383762,53420,25461.85349,25296.66667,0.619665187,0.619665187,103.5112992,0.6464704339266676,0.6005627138971131
1940,2011M02 [2011M02],United States,101.3290259,102.0276981,2.124898173,101.1693627,102.1330306,116.4141596,138010.9471,9.0,2.51973E11,2.50708E11,176794.599,156320.7,115705,109541.4,1.0,1.0,102.7000693,24.20558891443859,-4.900029712261639
1941,2011M03 [2011M03],Brazil,107.3889299,107.4201355,6.261197737,107.132276,107.6849702,105.0937712,317146,7.849980685,44616284848,49029001295,17805.38739,17735,19847.72562,19277,1.658173913,1.658173913,114.4947175,0.5939135060832973,0.1840424271340069
1942,2011M03 [2011M03],Canada,102.5089606,102.8497409,3.027681661,101.8733274,103.7358818,127.6545195,60448.68922,7.7,19186191471,19584456632,50.2411,39792,37202.4,37.80175549,0.976782609,0.976782609,105.1586483,1.6625956101591859,3.152627580568667
